epoca,periodo,provincia,distrito,provincia_pcode,distrito_pcode,avisos,ocorrencia_,chuvas,ventos_fortes,descarga_atmosferica,data,pessoas_afectadas_,familias__afectadas_,pessoas_indirectamente_afectadas,familias_indirectamente_afectadas,feridos,obitos,obitos2,grupos_vulneraveis,casas_parcialmente_dest,casas_totalmente_destr,casas_inundadas,escolas_afectadas,salas_de_aulas_parcialmente_destruidas,salas_de_aulas_totalmente_destruidas,alunos_afectados,prof_afectados,casas_de_culto,unidades_sanitarias,hospital_parcialmente_destruidas,hospital_totalmente_destruidas,centro_de_saude_parcialmente_destruidas,postes_de_energia,rede_de_pesca,embarcacoes,posto_de_transformacao,posto_policial,area_afectada_ha,agricultores_afectados,pensoes_para_hospedagem,sistema_de_abastecimento_de_agua,accoes_em_curso,observacoes,checkpoint,_submission_time,_submitted_by,meta_instanceid,_id
2018-2019,Outubro,Nampula,Mogovolas,MZ03,MZ0313,,Chuvas e ventos fortes,1,TRUE,0,10/19/2018,0,0,0,0,0,0,0,0,0,0,0,5,23,0,1965,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Nampula,Memba,MZ03,MZ0311,,Chuvas e ventos fortes,1,TRUE,0,10/23/2018,0,0,0,0,0,0,0,0,0,0,0,1,3,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Nampula,Nacaroa,MZ03,MZ0321,,Chuvas e ventos fortes,1,TRUE,0,11/2/2018,0,0,0,0,0,0,0,0,0,0,0,1,16,0,974,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Nampula,Meconta,MZ03,MZ0309,,Chuvas e ventos fortes,1,TRUE,0,11/30/2018,5,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Nampula,Angoche,MZ03,MZ0302,,Chuvas e ventos fortes,1,TRUE,0,11/19/2018,880,176,0,0,0,0,0,0,176,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Nampula,Rapale,MZ03,MZ0323,,Chuvas e ventos fortes,1,TRUE,0,11/30/2018,55,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Tete,Cidade de Tete,MZ05,MZ0501,,Chuvas fortes,1,FALSE,0,11/24/2018,1065,213,0,0,3,0,6,0,151,62,140,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Tete,Changara,MZ05,MZ0504,,Chuvas e ventos fortes,1,TRUE,0,11/28/2018,160,32,0,0,0,0,0,0,32,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Tete,Changara,MZ05,MZ0504,,Ventos fortes,0,TRUE,0,10/30/2018,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Cabo Delgado,Namuno,MZ02,MZ0214,,Chuvas e ventos fortes,1,TRUE,0,11/16/2018,50,10,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Maputo,Namaacha,MZ10,MZ1008,,Chuvas e ventos fortes,1,TRUE,0,11/21/2018,80,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Zambezia,Mulevala,MZ04,MZ0418,,Chuvas e ventos fortes,1,TRUE,0,11/1/2018,87,18,0,0,0,0,0,0,14,4,0,1,6,0,568,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Gaza,Bilene,MZ09,MZ0902,,Chuvas e ventos fortes,1,TRUE,0,11/28/2018,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Gaza,Chokwe,MZ09,MZ0906,,Ventos fortes,0,TRUE,0,11/28/2018,35,7,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Gaza,Guija,MZ09,MZ0907,,Chuvas fortes,1,FALSE,0,11/28/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Gaza,Massangena,MZ09,MZ0910,,Chuvas fortes,1,FALSE,0,11/28/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,
2018-2019,Novembro,Gaza,Mapai,MZ09,MZ0914,,Chuvas fortes,1,FALSE,0,11/28/2018,25,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Sofala,Caia,MZ07,MZ0703,,Chuvas fortes,1,FALSE,0,11/18/2018,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Sofala,Chemba,MZ07,MZ0704,,Chuvas fortes,1,FALSE,0,11/24/2018,129,18,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Sofala,Caia,MZ07,MZ0703,,Chuvas e ventos fortes,1,TRUE,0,11/28/2018,15,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Sofala,Marromeu,MZ07,MZ0711,,Ventos fortes,0,TRUE,0,11/28/2018,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Sofala,Muanza,MZ07,MZ0712,,Ventos fortes,0,TRUE,0,11/27/2018,70,14,0,0,0,0,0,0,4,10,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Niassa,Mandimba,MZ01,MZ0106,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,11/26/2018,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Niassa,Ngauma,MZ01,MZ0114,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,11/27/2018,20,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Niassa,Mandimba,MZ01,MZ0106,,Descarga atmosferica,0,FALSE,1,11/28/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Niassa,Cidade de Lichinga,MZ01,MZ0101,,Chuvas e ventos fortes,1,TRUE,0,11/25/2018,50,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Cabo Delgado,Namuno,MZ02,MZ0214,,Chuvas e ventos fortes,1,TRUE,0,11/16/2018,50,10,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Nampula,Erati,MZ03,MZ0303,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,11/16/2018,510,102,0,0,6,0,0,0,87,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Mocuba,MZ04,MZ0413,,Depressao Tropical,0,FALSE,0,3/6/2019,395,79,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Mocubela,MZ04,MZ0414,,Depressao Tropical,0,FALSE,0,3/6/2019,1955,304,0,0,0,0,0,0,248,244,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Namarroi,MZ04,MZ0420,,Depressao Tropical,0,FALSE,0,3/6/2019,70,14,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Niassa,Marrupa,MZ01,MZ0107,,Depressao Tropical,0,FALSE,0,3/6/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Niassa,Mecanhelas,MZ01,MZ0110,,Depressao Tropical,0,FALSE,0,3/6/2019,45,9,0,0,1,0,0,0,0,9,0,1,2,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Niassa,Marrupa,MZ01,MZ0107,,Depressao Tropical,0,FALSE,0,3/6/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Cabo Delgado,Montepuez,MZ02,MZ0211,,Depressao Tropical,0,FALSE,0,3/7/2019,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Cabo Delgado,Namuno,MZ02,MZ0214,,Depressao Tropical,0,FALSE,0,3/5/2019,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Cabo Delgado,Quissanga,MZ02,MZ0218,,Depressao Tropical,0,FALSE,0,3/7/2019,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Nampula,Monapo,MZ03,MZ0315,,Chuvas e ventos fortes,1,TRUE,0,3/5/2019,430,86,0,0,0,0,0,0,86,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Nampula,Memba,MZ03,MZ0311,,Chuvas e ventos fortes,1,TRUE,0,3/8/2019,350,70,0,0,6,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Sofala,Caia,MZ07,MZ0703,,Depressao Tropical,0,FALSE,0,3/6/2019,260,51,0,0,2,0,0,0,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Chinde,MZ04,MZ0403,,Depressao Tropical,0,FALSE,0,3/6/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Dere,MZ04,MZ0404,,Depressao Tropical,0,FALSE,0,3/6/2019,5219,897,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,323,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Gile,MZ04,MZ0405,,Depressao Tropical,0,FALSE,0,3/6/2019,976,190,0,0,0,0,0,0,18,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Gurue,MZ04,MZ0406,,Depressao Tropical,0,FALSE,0,3/6/2019,1700,340,0,0,2,0,2,0,208,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Ile,MZ04,MZ0407,,Depressao Tropical,0,FALSE,0,3/6/2019,454,91,0,0,0,0,0,0,73,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Inhassunge,MZ04,MZ0408,,Depressao Tropical,0,FALSE,0,3/6/2019,1445,502,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Luabo,MZ04,MZ0409,,Depressao Tropical,0,FALSE,0,3/6/2019,1905,381,0,0,0,0,0,0,571,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Lugela,MZ04,MZ0410,,Depressao Tropical,0,FALSE,0,3/6/2019,2890,578,0,0,1,0,0,0,157,421,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,140,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Maganja da Costa,MZ04,MZ0411,,Depressao Tropical,0,FALSE,0,3/6/2019,14965,2993,0,0,0,0,0,0,361,575,0,0,12,37,0,0,0,0,0,0,0,0,0,0,0,0,15933,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Mocubela,MZ04,MZ0414,,Depressao Tropical,0,FALSE,0,3/6/2019,1705,341,0,0,0,0,0,0,194,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Mocuba,MZ04,MZ0413,,Depressao Tropical,0,FALSE,0,3/6/2019,395,79,0,0,0,0,0,0,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Milange,MZ04,MZ0412,,Depressao Tropical,0,FALSE,0,3/6/2019,19750,3950,0,0,0,0,2,0,2240,1710,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Molundo,MZ04,MZ0415,,Depressao Tropical,0,FALSE,0,3/6/2019,9425,1885,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Mopeia,MZ04,MZ0416,,Depressao Tropical,0,FALSE,0,3/6/2019,8315,1663,0,0,0,0,0,0,61,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Morrumbala,MZ04,MZ0417,,Depressao Tropical,0,FALSE,0,3/6/2019,19523,3901,0,0,0,0,0,0,1477,939,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7621,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Mulevala,MZ04,MZ0418,,Depressao Tropical,0,FALSE,0,3/6/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Namacurra,MZ04,MZ0419,,Depressao Tropical,0,FALSE,0,3/6/2019,5635,1127,0,0,0,0,0,0,711,416,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20000,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Namarroi,MZ04,MZ0420,,Depressao Tropical,0,FALSE,0,3/6/2019,84,17,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Nicoadala,MZ04,MZ0421,,Depressao Tropical,0,FALSE,0,3/6/2019,9655,1931,0,0,0,0,0,0,487,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25333,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Pebane,MZ04,MZ0422,,Depressao Tropical,0,FALSE,0,3/6/2019,318,64,0,0,3,0,0,0,281,62,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,85,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Cidade de Quelimane,MZ04,MZ0401,,Depressao Tropical,0,FALSE,0,3/6/2019,1562,261,0,0,0,0,0,0,236,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Zambezia,Morrumbala,MZ04,MZ0417,,Chuvas e ventos fortes,1,TRUE,0,11/27/2018,279,52,0,0,0,0,0,0,46,21,0,1,4,2,516,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Zambezia,Inhassunge,MZ04,MZ0408,,Chuvas e ventos fortes,1,TRUE,0,11/29/2018,37,10,0,0,0,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Zambezia,Namacurra,MZ04,MZ0419,,Vendaval,0,FALSE,0,11/29/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Manica,Gondola,MZ06,MZ0603,,Chuvas e ventos fortes,1,TRUE,0,11/23/2018,295,59,0,0,0,0,0,0,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Sofala,Nhamatanda,MZ07,MZ0713,,Chuvas e ventos fortes,1,TRUE,0,11/30/2018,2495,499,0,0,0,0,0,0,0,199,300,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Sofala,Caia,MZ07,MZ0703,,Chuvas fortes,1,FALSE,0,11/30/2018,15,3,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Nampula,Muecate,MZ03,MZ0317,,Ventos fortes,0,TRUE,0,12/5/2018,171,31,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Tete,Macanga,MZ05,MZ0508,,Chuvas e ventos fortes,1,TRUE,0,12/5/2018,80,16,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Zambezia,Inhassunge,MZ04,MZ0408,,Chuvas e ventos fortes,1,TRUE,0,11/29/2018,37,10,0,0,2,0,0,0,51,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Manica,Sussundenga,MZ06,MZ0610,,Chuvas e ventos fortes,1,TRUE,0,12/7/2018,25,5,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Gaza,Massangena,,,,Ventos fortes,,,,10/1/2018,1370,274,0,0,1,0,0,0,274,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Gaza,Chokwe,,,,Chuvas e ventos fortes,,,,10/1/2018,25,5,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Gaza,Guija,,,,Ventos fortes,,,,10/1/2018,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Nampula,Malema,MZ03,MZ0308,,Chuvas e ventos fortes,1,TRUE,0,12/9/2018,580,116,0,0,6,0,0,0,57,59,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Inhambane,Govuro,MZ08,MZ0803,,Chuvas e ventos fortes,1,TRUE,0,12/9/2018,5,1,0,0,0,0,1,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Manica,Gondola,MZ06,MZ0603,,Chuvas e ventos fortes,1,TRUE,0,12/8/2018,200,53,0,0,0,0,1,0,43,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Manica,Mossurizi,MZ06,MZ0609,,Chuvas e ventos fortes,1,TRUE,0,12/8/2018,50,7,0,0,1,0,0,0,7,0,0,1,35,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Molundo,MZ04,MZ0415,,Descarga atmosferica,0,FALSE,1,12/9/2018,5,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Morrumbala,MZ04,MZ0417,,Descarga atmosferica,0,FALSE,1,12/9/2018,5,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Niassa,Ngauma,MZ01,MZ0114,,Vendaval,0,FALSE,0,12/8/2018,241,54,0,0,0,0,0,0,44,10,0,1,2,0,212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Niassa,Cuamba,MZ01,MZ0103,,Chuvas e ventos fortes,1,TRUE,0,12/9/2018,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Tete,Cidade de Tete,MZ05,MZ0501,,Chuvas e ventos fortes,1,TRUE,0,12/6/2018,120,24,0,0,8,0,1,0,23,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Tete,Changara,MZ05,MZ0504,,Chuvas e ventos fortes,1,TRUE,0,12/6/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Nampula,Moma,MZ03,MZ0314,,Chuvas e ventos fortes,1,TRUE,0,12/10/2018,155,31,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Niassa,Mandimba,MZ01,MZ0106,,Chuvas e ventos fortes,1,TRUE,0,12/9/2018,20,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Niassa,Cuamba,MZ01,MZ0103,,Chuvas e ventos fortes,1,TRUE,0,12/9/2018,131,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Cabo Delgado,Chiure,MZ02,MZ0204,,Chuvas e ventos fortes,1,TRUE,0,12/12/2018,75,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Nampula,Lalaua,MZ03,MZ0305,,Chuvas e ventos fortes,1,TRUE,0,12/10/2018,490,98,0,0,0,0,0,0,6,92,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Nampula,Lalaua,MZ03,MZ0305,,Chuvas e ventos fortes,1,TRUE,0,10/10/2018,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Alto Molocue,MZ04,MZ0402,,Chuvas e ventos fortes,1,TRUE,0,12/12/2018,40,8,0,0,0,0,0,0,3,5,0,3,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Nampula,Mecuburi,MZ03,MZ0310,,Chuvas e ventos fortes,1,TRUE,0,12/14/2018,1025,205,0,0,0,0,0,0,205,0,0,2,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Tete,Mutarara,MZ05,MZ0513,,Descarga atmosferica,0,FALSE,1,12/18/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Dere,MZ04,MZ0404,,Chuvas e ventos fortes,1,TRUE,0,5/12/2018,125,23,0,0,0,0,0,0,16,7,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Manica,Mossurizi,MZ06,MZ0609,,Sismo,0,FALSE,0,12/22/2018,4089,1083,0,0,10,0,3,0,764,353,0,0,32,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Nampula,Nampula,MZ03,MZ0322,,Chuvas e ventos fortes,1,TRUE,0,12/11/2018,430,86,0,0,0,0,0,0,86,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Tete,Changara,MZ05,MZ0504,,Chuvas e ventos fortes,1,TRUE,0,12/23/2018,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Lugela,MZ04,MZ0410,,Ventos fortes,0,TRUE,0,12/18/2018,65,13,0,0,0,0,0,0,13,0,0,0,3,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Gile,MZ04,MZ0405,,Ventos fortes,0,TRUE,0,12/18/2018,145,29,0,0,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Morrumbala,MZ04,MZ0417,,Ventos fortes,0,TRUE,0,12/4/2018,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Cabo Delgado,Mocimboa da Praia,MZ02,MZ0210,,Descarga atmosferica,0,FALSE,1,12/18/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Cabo Delgado,Mueda,MZ02,MZ0212,,Chuvas e ventos fortes,1,TRUE,0,12/20/2018,85,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Niassa,Mandimba,MZ01,MZ0106,,Descarga atmosferica,0,FALSE,1,12/27/2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Nampula,Malema,MZ03,MZ0308,,Ventos fortes,0,TRUE,0,12/28/2018,975,195,0,0,0,0,0,0,195,0,0,1,10,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Gile,MZ04,MZ0405,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,12/26/2018,65,13,0,0,0,0,0,0,6,7,0,0,4,0,329,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
