epoca,periodo,provincia,distrito,provincia_pcode,distrito_pcode,avisos,ocorrencia_,chuvas,ventos_fortes,descarga_atmosferica,data,pessoas_afectadas_,familias__afectadas_,pessoas_indirectamente_afectadas,familias_indirectamente_afectadas,feridos,obitos,obitos2,grupos_vulneraveis,casas_parcialmente_dest,casas_totalmente_destr,casas_inundadas,escolas_afectadas,salas_de_aulas_parcialmente_destruidas,salas_de_aulas_totalmente_destruidas,alunos_afectados,prof_afectados,casas_de_culto,unidades_sanitarias,hospital_parcialmente_destruidas,hospital_totalmente_destruidas,centro_de_saude_parcialmente_destruidas,postes_de_energia,rede_de_pesca,embarcacoes,posto_de_transformacao,posto_policial,pensoes_para_hospedagem,sistema_de_abastecimento_de_agua,area_afectada_ha,familias_afectadas,accoes_em_curso,observacoes
2016-2017,,Gaza,Guija,MZ09,MZ0907,n/a,Inundacoes,0,FALSE,0,2017-03-03,1859,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Xai-Xai,MZ09,MZ0912,n/a,Inundacoes,0,FALSE,0,2017-03-03,1106,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaMaxakeni,MZ11,MZ1103,n/a,Inundacoes,0,FALSE,0,2017-03-03,1750,350,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaMavota,MZ11,MZ1104,n/a,Inundacoes,0,FALSE,0,2017-03-03,310,62,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Cabo Delgado,Mocimboa da Praia,MZ02,MZ0210,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-09-03,20,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Limpopo,MZ09,MZ0915,n/a,Descarga atmosferica,0,FALSE,1,2017-10-03,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Zambezia,Morrumbala,MZ04,MZ0417,n/a,Chuvas fortes,1,FALSE,0,2017-03-26,6,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo,Marracuene,MZ10,MZ1005,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-03-24,875,175,0,0,0,0,0,0,175,0,0,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Niassa,Majune,MZ01,MZ0105,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-03-27,7,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Zambezia,Mocubela,MZ04,MZ0414,n/a,Chuvas fortes,1,FALSE,0,2017-01-04,36,7,0,0,2,0,0,0,7,0,0,0,1,0,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Cabo Delgado,Muidumbe,MZ02,MZ0213,n/a,Inundacoes,0,FALSE,0,2017-01-04,20,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Chokwe,MZ09,MZ0906,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-08-10,1530,306,0,0,0,0,0,0,306,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Guija,MZ09,MZ0907,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-08-10,290,58,0,0,0,0,0,0,58,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Mabalane,MZ09,MZ0908,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-08-10,315,63,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Massingir,MZ09,MZ0911,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-08-10,90,18,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Chigubo,MZ09,MZ0905,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-08-10,380,76,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Chicualacuala,MZ09,MZ0904,n/a,Ventos fortes,0,TRUE,0,2017-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Massangena,MZ09,MZ0910,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-08-10,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Gaza,Mapai,MZ09,MZ0914,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-08-10,175,35,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Maputo,Magude,MZ09,MZ1003,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-10-10,65,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Manica,Cidade de Chimoio,MZ09,MZ0601,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-10-10,4535,907,0,0,1,0,0,0,907,0,0,0,59,2,6705,153,8,2,0,0,0,18,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Manica,Gondola,MZ09,MZ0603,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-10-10,1340,268,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Manica,Sussundenga,MZ09,MZ0610,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-10-10,100,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Manica,Manica,MZ09,MZ0608,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-10-10,16,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Nampula,Malema,MZ09,MZ0308,n/a,Ventos fortes,0,TRUE,0,2017-12-10,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Nampula,Ribaue,MZ09,MZ0324,n/a,Ventos fortes,0,TRUE,0,2017-10-14,20,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Manica,Vanduzi,MZ09,MZ0612,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-10-10,1150,230,0,0,0,0,0,0,145,85,0,0,20,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Nampula,Mogovolas,MZ09,MZ0313,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-03-11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Outubro,Nampula,Nacaroa,MZ09,MZ0321,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-02-11,45,9,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Niassa,Mandimba,MZ09,MZ0106,n/a,Ventos fortes,0,TRUE,0,2017-11-17,65,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Cidade de Xai-Xai,MZ09,MZ0901,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Limpopo,MZ09,MZ0915,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,65,13,0,0,0,0,0,0,13,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Chonguene,MZ09,MZ0913,n/a,Chuvas fortes,1,FALSE,0,2017-11-15,20,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Chokwe,MZ09,MZ0906,n/a,Ventos fortes,0,TRUE,0,2017-11-15,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Guija,MZ09,MZ0907,n/a,Ventos fortes,0,TRUE,0,2017-11-15,1550,310,0,0,1,0,0,0,310,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Chibuto,MZ09,MZ0903,n/a,,0,FALSE,0,2017-11-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Mabalane,MZ09,MZ0908,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,335,67,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Chicualacuala,MZ09,MZ0904,n/a,Descarga atmosferica,0,FALSE,1,2017-11-15,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Mandlakaze,MZ09,MZ0909,n/a,Descarga atmosferica,0,FALSE,1,2017-11-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Gaza,Mapai,MZ09,MZ0914,n/a,Chuvas fortes,1,FALSE,0,2017-11-15,20,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo Cidade,KaMaxakeni,MZ09,MZ1103,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,1485,297,0,0,0,0,0,0,4,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo Cidade,KaMavota,MZ09,MZ1104,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,35,7,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo Cidade,KaMubukwane,MZ09,MZ1106,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo Cidade,KaNhaca,MZ09,MZ1105,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo,Boane,MZ09,MZ1002,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,125,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo,Magude,MZ09,MZ1003,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,230,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo,Marracuene,MZ09,MZ1005,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,290,58,0,0,17,0,0,0,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo,Cidade da Matola,MZ09,MZ1001,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,45,9,0,0,0,0,0,0,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Maputo,Moamba,MZ09,MZ1007,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Niassa,Ngauma,MZ09,MZ0114,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-12-11,172,90,0,0,0,0,0,0,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Niassa,Mecula,MZ09,MZ0111,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Niassa,Sanga,MZ09,MZ0116,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-20,35,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Tete,Zumbu,MZ09,MZ0515,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-23,2,1,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,As pessoas feridas foram transferidas para o hospital vizinho da Zambia e o obito sera feito o seu funeral.,n/a
2017-2018,Novembro,Niassa,Cidade de Lichinga,MZ09,MZ0101,n/a,Ventos fortes,0,TRUE,0,2017-11-23,44,16,0,0,1,0,0,0,4,16,0,1,3,2,915,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,n/a,n/a
2017-2018,Novembro,Niassa,Mandimba,MZ09,MZ0106,n/a,Ventos fortes,0,TRUE,0,2017-11-23,9,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Uma equipa distrital, encontra-se no terreno para in loco da situacao e levantamento das necessidades.",n/a
2017-2018,Novembro,Niassa,Mandimba,MZ09,MZ0106,n/a,Descarga atmosferica,0,FALSE,1,2017-11-26,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A vítima foi encaminhado ao hospital distrital, onde veio a perde a vida.",n/a
2017-2018,Novembro,Niassa,Marrupa,MZ09,MZ0107,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2017-11-27,2,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"As vitimas foram encaminhadas ao hospital distrital de Morrupa, onde uma veio a perder a vida e o menor ainda encontra-se internado.",n/a
2017-2018,Novembro,Cabo Delgado,Montepuez,MZ09,MZ0211,n/a,Chuvas fortes,1,FALSE,0,2017-11-27,465,92,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Cabo Delgado,Ancuabe,MZ09,MZ0202,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-27,215,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Cabo Delgado,Montepuez,MZ09,MZ0211,n/a,Chuvas fortes,1,FALSE,0,2017-11-27,600,120,0,0,0,1,1,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Niassa,Lago,MZ09,MZ0104,n/a,Ventos fortes,0,TRUE,0,2017-03-12,475,95,0,0,0,0,0,0,93,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Cabo Delgado,Montepuez,MZ09,MZ0211,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-04-12,30,6,0,0,2,1,1,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na zona de produção de Ncoripo, registou se um obito de uma senhora de 42 anos, que se encontrava debaixo de uma arvore",n/a
2017-2018,Dezembro,Cabo Delgado,Mueda,MZ09,MZ0212,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-02-12,95,19,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Cabo Delgado,Pemba,MZ09,MZ0217,n/a,Chuvas fortes,1,FALSE,0,2017-11-30,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Nampula,Nacala Porto,MZ09,MZ0319,n/a,Chuvas fortes,1,FALSE,0,2017-11-21,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Inhambane,Vilankulo,MZ09,MZ0813,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-12-14,1370,274,0,0,0,0,0,0,257,17,0,4,9,5,1600,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Cabo Delgado,Cidade de Pemba,MZ09,MZ0201,n/a,Chuvas fortes,1,FALSE,0,2017-12-16,0,0,0,0,0,0,0,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Nampula,Nacala Velha,MZ09,MZ0320,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-12-17,105,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Niassa,Ngauma,MZ09,MZ0114,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-12-15,533,105,533,105,0,0,0,0,65,40,0,1,2,2,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Muanza,MZ09,MZ0712,n/a,Vendaval,0,FALSE,0,2017-12-13,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Chemba,MZ09,MZ0704,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2017-12-14,10,2,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Pebane,MZ09,MZ0422,n/a,Queimadas descontroladas,0,FALSE,0,2017-06-11,95,19,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Pebane,MZ09,MZ0422,n/a,Vendaval,0,FALSE,0,2017-09-11,70,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Molundo,MZ09,MZ0415,n/a,Descarga atmosferica,0,FALSE,1,2017-09-11,710,142,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Alto Molocue,MZ09,MZ0402,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-09-11,60,12,0,0,0,0,0,0,12,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Gurue,MZ09,MZ0406,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-20,860,172,0,0,0,0,0,0,172,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Novembro,Zambezia,Milange,MZ09,MZ0412,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Nampula,Nacala Velha,MZ09,MZ0320,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-18,105,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Cabo Delgado,Metuge,MZ09,MZ0209,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-12-19,35,7,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Nampula,Mogovolas,MZ09,MZ0313,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-12-26,550,110,0,0,0,0,0,0,74,36,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Muanza,MZ09,MZ0712,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-12-26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Chemba,MZ09,MZ0704,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2017-12-26,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Zambezia,Morrumbala,MZ09,MZ0417,n/a,Chuvas fortes,1,FALSE,0,2017-12-26,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Nampula,Ilha de Mocambique,MZ09,MZ0304,n/a,Descarga atmosferica,0,FALSE,1,2017-12-26,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Nhamatanda,MZ09,MZ0713,n/a,Chuvas fortes,1,FALSE,0,2017-12-26,40,8,0,4,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Caia,MZ09,MZ0703,n/a,Chuvas fortes,1,FALSE,0,2017-12-26,105,21,0,0,0,2,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Sofala,Cidade da Beira,MZ09,MZ0701,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2017-12-25,520,104,0,0,0,0,3,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Dezembro,Zambezia,Dere,MZ09,MZ0404,n/a,Chuvas fortes,1,FALSE,0,2017-12-27,150,30,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Chokwe,MZ09,MZ0906,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,575,115,0,0,0,3,0,0,115,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Massingir,MZ09,MZ0911,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,20,4,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Guija,MZ09,MZ0907,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,335,67,0,0,1,0,0,0,67,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Chibuto,MZ09,MZ0903,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,1650,330,0,0,0,0,0,0,329,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Mabalane,MZ09,MZ0908,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,633,107,0,0,0,0,0,0,107,0,0,1,4,0,315,6,3,1,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Gaza,Chigubo,MZ09,MZ0905,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,0,0,300,60,0,0,0,0,0,0,0,0,2,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Tete,Cidade de Tete,MZ09,MZ0501,n/a,Ventos fortes,0,TRUE,0,2018-03-01,30,6,0,0,0,0,0,0,6,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Manica,Gondola,MZ09,MZ0603,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,60,12,0,0,0,0,0,0,12,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Manica,Cidade de Chimoio,MZ09,MZ0601,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,10,2,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Zambezia,Mopeia,MZ09,MZ0416,n/a,Ventos fortes,0,TRUE,0,2018-02-01,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Zambezia,Morrumbala,MZ09,MZ0417,n/a,Ventos fortes,0,TRUE,0,2018-02-01,25,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Tete,Doa,MZ09,MZ0507,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-04-01,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
