epoca,periodo,provincia,distrito,provincia_pcode,distrito_pcode,avisos,ocorrencia_,chuvas,ventos_fortes,descarga_atmosferica,data,pessoas_afectadas_,familias__afectadas_,pessoas_indirectamente_afectadas,familias_indirectamente_afectadas,feridos,obitos,obitos2,grupos_vulneraveis,casas_parcialmente_dest,casas_totalmente_destr,casas_inundadas,escolas_afectadas,salas_de_aulas_parcialmente_destruidas,salas_de_aulas_totalmente_destruidas,alunos_afectados,prof_afectados,casas_de_culto,unidades_sanitarias,hospital_parcialmente_destruidas,hospital_totalmente_destruidas,centro_de_saude_parcialmente_destruidas,postes_de_energia,rede_de_pesca,embarcacoes,posto_de_transformacao,posto_policial,pensoes_para_hospedagem,sistema_de_abastecimento_de_agua,area_afectada_ha,familias_afectadas,accoes_em_curso,observacoes
2016-2017,,Niassa,Chimbunila,MZ01,MZ0102,n/a,Descarga atmosferica,0,FALSE,1,2016-12-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Niassa,Lago,MZ01,MZ0104,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-03,55,11,0,0,1,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Cabo Delgado,Balama,MZ02,MZ0203,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-03,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Panda,MZ08,MZ0812,n/a,Chuvas e ventos fortes,1,TRUE,0,2016-12-25,20,4,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Mabote,MZ08,MZ0808,n/a,Chuvas e ventos fortes,1,TRUE,0,2016-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Murrupula,MZ03,MZ0318,n/a,Chuvas fortes,1,FALSE,0,2017-03-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Memba,MZ03,MZ0311,n/a,Ventos fortes,0,TRUE,0,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Niassa,Sanga,MZ01,MZ0116,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Cahora Bassa,MZ05,MZ0503,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Mossuril,MZ03,MZ0316,n/a,Descarga atmosferica,0,FALSE,1,2017-05-01,5,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Nacala Porto,MZ03,MZ0319,n/a,Chuvas fortes,1,FALSE,0,2017-10-01,660,132,0,0,0,0,0,0,88,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Mecuburi,MZ03,MZ0310,n/a,Descarga atmosferica,0,FALSE,1,2017-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Nacaroa,MZ03,MZ0321,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-01,390,78,0,0,0,0,0,0,78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Malema,MZ03,MZ0308,n/a,Chuvas fortes,1,FALSE,0,2017-11-01,5,1,0,0,0,0,0,0,1,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Magoe,MZ05,MZ0509,n/a,Descarga atmosferica,0,FALSE,1,2017-12-01,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Changara,MZ05,MZ0504,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-12-01,30,6,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Manica,Cidade de Chimoio,MZ06,MZ0601,n/a,Chuvas fortes,1,FALSE,0,2017-12-01,25,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Niassa,Metarica,MZ01,MZ0112,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-14,9,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaMaxakeni,MZ11,MZ1103,n/a,Chuvas fortes,1,FALSE,0,2017-01-15,205,41,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaMavota,MZ11,MZ1104,n/a,Chuvas fortes,1,FALSE,0,2017-01-15,2450,490,0,0,0,0,0,0,0,2,488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaMubukwane,MZ11,MZ1106,n/a,Chuvas fortes,1,FALSE,0,2017-01-15,4000,800,0,0,0,0,0,0,0,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaNlhamankulo,MZ11,MZ1107,n/a,Chuvas fortes,1,FALSE,0,2017-01-15,1160,232,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo,Cidade da Matola,MZ10,MZ1001,n/a,Chuvas fortes,1,FALSE,0,2017-01-15,3890,778,0,0,0,0,0,0,0,2,776,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo,Magude,MZ10,MZ1003,n/a,Chuvas fortes,1,FALSE,0,2017-01-15,360,72,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Xai-Xai,MZ09,MZ0912,n/a,Chuvas fortes,1,FALSE,0,2017-01-16,1780,356,0,0,0,0,0,0,0,0,355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-18,55,11,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Sofala,Buzi,MZ07,MZ0702,n/a,Chuvas fortes,1,FALSE,0,2017-01-17,25,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Maxixe,MZ08,MZ0810,n/a,Chuvas fortes,1,FALSE,0,2017-01-16,270,54,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Cidade de Inhambane,MZ08,MZ0801,n/a,Chuvas fortes,1,FALSE,0,2017-01-16,531,106,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Govuro,MZ08,MZ0803,n/a,Chuvas fortes,1,FALSE,0,2017-01-17,1829,507,6000,1200,2,0,0,0,0,160,243,2,0,0,74,7,0,0,0,0,0,0,0,0,0,0,0,27,0,0,n/a,n/a
2016-2017,,Inhambane,Cidade de Inhambane,MZ08,MZ0801,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-18,1225,245,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Homoine,MZ08,MZ0804,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Maxixe,MZ08,MZ0810,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-18,490,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaTembe,MZ11,MZ1102,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-15,295,59,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaMpfumo,MZ11,MZ1101,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaNlhamankulo,MZ11,MZ1107,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-15,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo,Moamba,MZ10,MZ1007,n/a,Ventos fortes,0,TRUE,0,2017-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Cabo Delgado,Mocimboa da Praia,MZ02,MZ0210,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-16,17,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-21,35,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Mutarara,MZ05,MZ0513,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-19,370,74,0,0,0,0,0,0,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Sofala,Machanga,MZ07,MZ0709,n/a,Inundacoes,0,FALSE,0,2017-01-26,1505,301,43205,10164,0,0,0,0,0,47,349,21,0,7,6909,256,1,0,0,0,0,0,0,0,0,0,0,31,0,0,n/a,n/a
2016-2017,,Tete,Cahora Bassa,MZ05,MZ0503,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-23,10,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Cabo Delgado,Montepuez,MZ02,MZ0211,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-21,665,133,0,0,0,0,0,0,127,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Sofala,Nhamatanda,MZ07,MZ0713,n/a,Inundacoes,0,FALSE,0,2017-01-22,6785,1357,0,0,0,0,0,0,0,785,955,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo,Boane,MZ10,MZ1002,n/a,Descarga atmosferica,0,FALSE,1,2017-01-25,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo,Boane,MZ10,MZ1002,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-25,60,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo,Cidade da Matola,MZ10,MZ1001,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-25,2745,549,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo,Namaacha,MZ10,MZ1008,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-25,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Niassa,Lago,MZ01,MZ0104,n/a,Chuvas fortes,1,FALSE,0,2017-01-25,45,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Cabo Delgado,Quissanga,MZ02,MZ0218,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Niassa,Mandimba,MZ01,MZ0106,n/a,Descarga atmosferica,0,FALSE,1,2017-01-29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Mutarara,MZ05,MZ0513,n/a,Descarga atmosferica,0,FALSE,1,2017-01-28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Meconta,MZ03,MZ0309,n/a,Chuvas fortes,1,FALSE,0,2017-01-31,10,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Mecuburi,MZ03,MZ0310,n/a,Chuvas fortes,1,FALSE,0,2017-01-30,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Mossuril,MZ03,MZ0316,n/a,Descarga atmosferica,0,FALSE,1,2017-05-02,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Malema,MZ03,MZ0308,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-01-31,25,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-06-02,15,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-07-02,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Magoe,MZ05,MZ0509,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-07-02,35,7,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Cidade de Tete,MZ05,MZ0501,n/a,Descarga atmosferica,0,FALSE,1,2017-07-02,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Ribaue,MZ03,MZ0324,n/a,Chuvas fortes,1,FALSE,0,2017-06-02,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Malema,MZ03,MZ0308,n/a,Chuvas fortes,1,FALSE,0,2017-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Tete,Cidade de Tete,MZ05,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-09-02,80,16,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Memba,MZ03,MZ0311,n/a,Descarga atmosferica,0,FALSE,1,2017-09-02,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Cabo Delgado,Cidade de Pemba,MZ02,MZ0201,n/a,Chuvas fortes,1,FALSE,0,2017-09-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Niassa,Muembe,MZ01,MZ0113,n/a,Descarga atmosferica,0,FALSE,1,2017-11-02,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Niassa,Marrupa,MZ01,MZ0107,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-11-02,18,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Cidade de Xai-Xai,MZ09,MZ0901,n/a,Ciclone,0,FALSE,0,2017-02-15,0,0,0,0,0,0,0,0,0,0,0,2,5,0,600,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Chonguene,MZ09,MZ0913,n/a,Ciclone,0,FALSE,0,2017-02-15,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Mandlakaze,MZ09,MZ0909,n/a,Ciclone,0,FALSE,0,2017-02-15,115,23,0,0,0,0,0,0,23,0,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaMavota,MZ11,MZ1104,n/a,Ciclone,0,FALSE,0,2017-02-15,40,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Maputo Cidade,KaMpfumo,MZ11,MZ1101,n/a,Ciclone,0,FALSE,0,2017-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Chibuto,MZ09,MZ0903,n/a,Ciclone,0,FALSE,0,2017-02-16,35,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Ribaue,MZ03,MZ0324,n/a,Chuvas fortes,1,FALSE,0,2017-02-17,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Nacala Velha,MZ03,MZ0320,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-02-18,95,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Bilene,MZ09,MZ0902,n/a,Ciclone,0,FALSE,0,2017-02-16,130,26,0,0,0,0,0,0,0,0,0,1,2,0,288,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Mabalane,MZ09,MZ0908,n/a,Ciclone,0,FALSE,0,2017-02-16,0,0,0,0,0,0,0,0,0,0,0,1,2,5,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Chigubo,MZ09,MZ0905,n/a,Ciclone,0,FALSE,0,2017-02-16,535,107,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Mapai,MZ09,MZ0914,n/a,Ciclone,0,FALSE,0,2017-02-16,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Chicualacuala,MZ09,MZ0904,n/a,Ciclone,0,FALSE,0,2017-02-16,405,96,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Manica,Cidade de Chimoio,MZ06,MZ0601,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-07-02,76,17,0,0,0,0,0,0,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Murrupula,MZ03,MZ0318,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-02-18,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Mossuril,MZ03,MZ0316,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-02-22,380,76,0,0,1,0,0,0,64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Monapo,MZ03,MZ0315,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-02-20,45,9,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Nacala Velha,MZ03,MZ0320,n/a,Chuvas fortes,1,FALSE,0,2017-02-20,155,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Cabo Delgado,Muidumbe,MZ02,MZ0213,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-02-22,30,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Cidade de Inhambane,MZ08,MZ0801,n/a,Ciclone,0,FALSE,0,2017-02-15,70546,13950,0,0,1,0,0,0,10722,747,0,0,0,181,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Funhalouro,MZ08,MZ0802,n/a,Ciclone,0,FALSE,0,2017-02-15,10870,2174,0,0,0,0,0,0,25,1,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Homoine,MZ08,MZ0804,n/a,Ciclone,0,FALSE,0,2017-02-15,77675,15535,0,0,0,0,0,0,1940,207,0,0,0,431,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Inharrime,MZ08,MZ0805,n/a,Ciclone,0,FALSE,0,2017-02-15,276,90,0,0,4,0,0,0,115,12,0,0,0,31,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Jangamo,MZ08,MZ0807,n/a,Ciclone,0,FALSE,0,2017-02-15,11359,2268,0,0,4,0,0,0,1978,279,0,0,0,151,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Massinga,MZ08,MZ0809,n/a,Ciclone,0,FALSE,0,2017-02-15,194040,38808,0,0,68,0,0,0,38808,29236,0,0,0,251,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Maxixe,MZ08,MZ0810,n/a,Ciclone,0,FALSE,0,2017-02-15,105843,21195,0,0,0,0,0,0,10619,763,0,0,0,200,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Morrumbene,MZ08,MZ0811,n/a,Ciclone,0,FALSE,0,2017-02-15,31837,8963,0,0,14,0,0,0,6768,2183,0,0,0,373,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Panda,MZ08,MZ0812,n/a,Ciclone,0,FALSE,0,2017-02-15,2570,595,0,0,0,0,0,0,300,284,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Vilankulo,MZ08,MZ0813,n/a,Ciclone,0,FALSE,0,2017-02-15,675,135,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Zavala,MZ08,MZ0814,n/a,Ciclone,0,FALSE,0,2017-02-15,44000,8800,0,0,0,0,0,0,19,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Mabote,MZ08,MZ0808,n/a,Ciclone,0,FALSE,0,2017-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Nampula,Mogovolas,MZ03,MZ0313,n/a,Chuvas e ventos fortes,1,TRUE,0,2017-02-28,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Sofala,Cidade da Beira,MZ07,MZ0701,n/a,Inundacoes,0,FALSE,0,2017-01-03,368165,73633,0,0,0,0,0,228833,1158,643,76964,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Inhambane,Govuro,MZ08,MZ0803,n/a,Inundacoes,0,FALSE,0,2017-04-03,1820,364,0,0,0,0,0,0,10,28,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Sofala,Machanga,MZ07,MZ0709,n/a,Inundacoes,0,FALSE,0,2017-04-03,27045,5409,0,0,0,0,0,0,219,86,5104,16,0,0,5422,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,n/a,n/a
2016-2017,,Gaza,Chibuto,MZ09,MZ0903,n/a,Inundacoes,0,FALSE,0,2017-03-03,1542,308,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,n/a,n/a
2016-2017,,Gaza,Chokwe,MZ09,MZ0906,n/a,Inundacoes,0,FALSE,0,2017-02-03,3015,603,0,0,0,0,0,0,7,1,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
