,OBJECTID,,LC_PRI,LC_SEC,LC_TER,NOTE_,AUTOR,LC_PRI_PER,LC_SEC_PER,LC_TER_PER,HECTARES,POLY_ID,OBJECTID_1,LC_PRI_1,LC_DESCRIP,RECLASS1,RECLASS2
1968,USE1968,,2FD,2GL,1FC,,2,3,2,1,16462,15922,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
1982,USE1982,,2FD,2FXC,,Derived from provincial land cover database,1,4,1,0,3657,17832,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
1986,USE1986,,2FD,2SL,,,5,3,2,0,10969,18285,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2042,USE2042,,2FD,2WD,2GL,Derived from provincial land cover database,1,3,1,1,4654,25906,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2091,USE2091,,2FD,2GL,2FXC,Derived from provincial land cover database,1,2,2,1,5888,16480,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2092,USE2092,,2FD,,,Derived from provincial land cover database,1,5,0,0,12621,16481,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2097,USE2097,,2FD,2GL,1FC,,2,3,2,1,30330,17083,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2100,USE2100,,2FD,2SL,,Derived from provincial land cover database,1,4,1,0,2189,17433,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2106,USE2106,,2FD,2WD,,Derived from provincial land cover database,1,4,1,0,4186,18478,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2112,USE2112,,2FD,,,Derived from provincial land cover database,1,5,0,0,1310,18486,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2114,USE2114,,2FD,2FXC,,Derived from provincial land cover database,1,4,1,0,9303,18571,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3883,USE3883,,2FD,,,,5,5,0,0,7879,24771,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3896,USE3896,,2FD,,,,3,5,0,0,3950,20876,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3905,USE3905,,2FD,6BA,,,7,4,1,0,7344,22813,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3914,USE3914,,2FD,,,,2,5,0,0,1792,16305,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2138,USE2138,,2FD,2SL,6BA,,4,3,2,1,96408,25691,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2149,USE2149,,2FD,,,,5,5,0,0,178697,25709,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2150,USE2150,,2FD,,,,7,5,0,0,204202,25710,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2154,USE2154,,2FD,2FE,,,5,3,2,0,82694,25543,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2155,USE2155,,2FD,2WD,,,5,3,2,0,15513,25548,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2157,USE2157,,2FD,2SL,,,7,3,2,0,39053,14648,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2162,USE2162,,2FD,,,,7,5,0,0,70978,3141,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2177,USE2177,,2FD,,,,3,5,0,0,1316,12354,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2178,USE2178,,2FD,,,,3,5,0,0,3188,12355,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2179,USE2179,,2FD,2GL,,,2,3,2,0,19122,11724,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2191,USE2191,,2FD,,,,3,5,0,0,11571,15530,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2201,USE2201,,2FD,2GL,,,2,3,2,0,33829,18014,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2205,USE2205,,2FD,,,,7,5,0,0,12863,18125,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2206,USE2206,,2FD,,,,7,5,0,0,196211,18126,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2213,USE2213,,2FD,2SL,,,8,4,1,0,5217,7772,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2218,USE2218,,2FD,1FC,2WD,,4,3,1,1,74839,8153,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2222,USE2222,,2FD,6BA,,,7,3,2,0,4273,8759,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2227,USE2227,,2FD,2FE,,,8,3,2,0,3321,11922,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2231,USE2231,,2FD,,,,5,5,0,0,6619,18269,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2232,USE2232,,2FD,2SL,,,5,4,1,0,21336,18288,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2243,USE2243,,2FD,,,,5,5,0,0,7666,9129,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2244,USE2244,,2FD,2SL,,,2,3,2,0,9562,9851,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2258,USE2258,,2FD,2GL,,,2,4,1,0,36984,11729,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2259,USE2259,,2FD,2GL,,,2,4,1,0,3387,11730,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2263,USE2263,,2FD,2GL,,,2,4,1,0,58313,18015,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2267,USE2267,,2FD,2SL,,,8,3,2,0,14484,22308,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2270,USE2270,,2FD,6BA,,,6,3,2,0,48935,1431,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2272,USE2272,,2FD,,,,7,5,0,0,31411,19749,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2273,USE2273,,2FD,2WD,,,3,4,1,0,15584,22706,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2277,USE2277,,2FD,2SL,,,7,4,1,0,56352,25717,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2283,USE2283,,2FD,2GL,6BA,,4,3,1,1,40136,25723,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2286,USE2286,,2FD,2WD,,Derived from provincial land cover database,1,3,2,0,377750,25728,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2289,USE2289,,2FD,2SL,,,3,3,2,0,203096,25731,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2291,USE2291,,2FD,2SL,,,7,3,2,0,128825,25734,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2293,USE2293,,2FD,,,,8,5,0,0,281732,25736,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2298,USE2298,,2FD,2WD,,,6,3,2,0,104280,25653,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2299,USE2299,,2FD,2SL,,,3,3,2,0,249617,25654,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2302,USE2302,,2FD,,,,4,5,0,0,32227,24541,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2304,USE2304,,2FD,2FE,,,7,4,1,0,334526,25733,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2336,USE2336,,2FD,2WD,,,8,3,2,0,301063,24618,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2338,USE2338,,2FD,2WD,,,8,3,2,0,3848559,24660,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2340,USE2340,,2FD,,,,4,5,0,0,108105,24543,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2360,USE2360,,2FD,,,,4,5,0,0,5312,19799,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2375,USE2375,,2FD,6BA,,Derived from provincial land cover database,1,4,1,0,1474,18817,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2381,USE2381,,2FD,2WD,,,6,4,1,0,53819,20934,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2386,USE2386,,2FD,,,,3,5,0,0,10754,21644,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2390,USE2390,,2FD,1FC,,,4,4,1,0,7192,22672,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2391,USE2391,,2FD,2GL,,,4,3,2,0,4345,22675,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2433,USE2433,,2FD,2FXC,,,6,3,2,0,14199,5711,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2441,USE2441,,2FD,2GL,,Derived from provincial land cover database,1,4,1,0,2907,18240,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2442,USE2442,,2FD,2WD,,Derived from provincial land cover database,1,3,2,0,7293,18242,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2450,USE2450,,2FD,2GL,2SL,,2,2,2,2,15113,22573,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2455,USE2455,,2FD,,,,2,5,0,0,1784,22595,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2471,USE2471,,2FD,2WD,2SL,,8,3,2,1,15473,3960,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2476,USE2476,,2FD,2SL,1FC,,8,3,2,1,4712,7310,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2490,USE2490,,2FD,2GL,,,2,4,1,0,7745,16562,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2492,USE2492,,2FD,,,,2,5,0,0,32695,16574,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2495,USE2495,,2FD,2GL,,,2,3,2,0,39853,16603,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2498,USE2498,,2FD,,,Derived from provincial land cover database,1,5,0,0,943,18524,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2504,USE2504,,2FD,,,,7,5,0,0,9745,21466,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2507,USE2507,,2FD,2SL,,,7,3,2,0,13240,21473,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2516,USE2516,,2FD,2SL,,,7,3,2,0,27205,24774,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2517,USE2517,,2FD,,,,7,5,0,0,110447,24777,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2527,USE2527,,2FD,,,,3,5,0,0,2604,12448,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2530,USE2530,,2FD,2WD,,,3,3,2,0,7528,12468,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2543,USE2543,,2FD,6BA,,,6,3,2,0,7867,1484,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2550,USE2550,,2FD,,,,2,5,0,0,7329,12792,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2551,USE2551,,2FD,,,,2,5,0,0,2456,12802,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2558,USE2558,,2FD,2SL,,Derived from provincial land cover database,1,3,2,0,9741,18333,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2577,USE2577,,2FD,2SL,,,3,3,2,0,2860,876,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2578,USE2578,,2FD,2WD,,,5,4,1,0,4944,1931,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2598,USE2598,,2FD,2SL,,,7,4,1,0,11732,383,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2610,USE2610,,2FD,,,,3,5,0,0,2701,12346,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2611,USE2611,,2FD,,,,3,5,0,0,1202,12351,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2613,USE2613,,2FD,2WD,2SL,,4,3,1,1,40494,12610,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2639,USE2639,,2FD,2GL,,Derived from provincial land cover database,1,3,2,0,2252,18430,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2640,USE2640,,2FD,,,Derived from provincial land cover database,1,5,0,0,43121,18431,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2642,USE2642,,2FD,,,Derived from provincial land cover database,1,5,0,0,1101,18762,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2643,USE2643,,2FD,,,Derived from provincial land cover database,1,5,0,0,2967,18763,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2648,USE2648,,2FD,2FE,,Derived from provincial land cover database,1,4,1,0,2235,18796,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2681,USE2681,,2FD,2GL,,,7,4,1,0,67688,24800,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2698,USE2698,,2FD,2SL,,,5,3,2,0,48424,15808,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2703,USE2703,,2FD,2SL,,,8,3,2,0,6792,17923,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2720,USE2720,,2FD,2GL,,Derived from provincial land cover database,1,4,1,0,1470,18495,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2723,USE2723,,2FD,2WD,,Derived from provincial land cover database,1,4,1,0,14265,18554,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2750,USE2750,,2FD,2WD,,,3,4,1,0,8984,22700,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2752,USE2752,,2FD,2SL,,,2,3,2,0,8772,23846,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2763,USE2763,,2FD,2WD,,,3,3,2,0,226255,25759,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2765,USE2765,,2FD,2WD,,,7,3,2,0,240957,25763,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2768,USE2768,,2FD,2WD,,,8,3,2,0,758103,25766,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2769,USE2769,,2FD,2FE,,,5,4,1,0,95833,25767,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2773,USE2773,,2FD,2WD,,Derived from provincial land cover database,1,4,1,0,8697,25773,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2777,USE2777,,2FD,2FE,,,5,4,1,0,216824,25777,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2781,USE2781,,2FD,2GL,,,7,3,2,0,15460,25782,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2783,USE2783,,2FD,,,Derived from provincial land cover database,1,5,0,0,27474,25784,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2793,USE2793,,2FD,2WD,,,3,4,1,0,9229,22901,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2837,USE2837,,2FD,,,Derived from provincial land cover database,1,5,0,0,2092,18220,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2840,USE2840,,2FD,4HF,,Derived from provincial land cover database,1,4,1,0,11295,18328,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2841,USE2841,,2FD,2GL,,Derived from provincial land cover database,1,3,2,0,3036,18476,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2851,USE2851,,2FD,2WD,,,6,3,2,0,2020,1350,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2866,USE2866,,2FD,2FE,,,7,4,1,0,156279,14649,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2869,USE2869,,2FD,2WD,,,3,3,2,0,68264,15525,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2900,USE2900,,2FD,,,,3,5,0,0,82408,23240,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2904,USE2904,,2FD,6BA,,,7,3,2,0,9203,23062,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2920,USE2920,,2FD,2SL,,,8,3,2,0,42545,16740,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2938,USE2938,,2FD,,,Derived from provincial land cover database,1,5,0,0,3561,18523,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2946,USE2946,,2FD,,,,6,5,0,0,26216,5721,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2948,USE2948,,2FD,2SL,,,4,3,2,0,18248,8047,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2952,USE2952,,2FD,2WD,1FC,,4,3,2,1,82208,6433,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2953,USE2953,,2FD,2WD,1FC,,4,3,1,1,159158,8150,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
2954,USE2954,,2FD,2SL,,,4,4,1,0,32704,8166,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3007,USE3007,,2FD,,,,5,5,0,0,60939,20114,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3034,USE3034,,2FD,2FE,,Derived from provincial land cover database,1,3,2,0,46954,16454,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3048,USE3048,,2FD,2WD,,Derived from provincial land cover database,1,4,1,0,5095,17782,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3051,USE3051,,2FD,,,Derived from provincial land cover database,1,5,0,0,1328,17817,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3052,USE3052,,2FD,,,Derived from provincial land cover database,1,5,0,0,2007,17818,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3059,USE3059,,2FD,2GL,,Derived from provincial land cover database,1,3,2,0,2166,17853,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3076,USE3076,,2FD,2GL,,Derived from provincial land cover database,1,3,2,0,4613,18364,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3081,USE3081,,2FD,,,Derived from provincial land cover database,1,5,0,0,999,18638,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3082,USE3082,,2FD,,,Derived from provincial land cover database,1,5,0,0,2871,18639,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3093,USE3093,,2FD,2WD,,,3,4,1,0,13804,18974,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3099,USE3099,,2FD,2SL,,,2,3,2,0,6661,22603,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3102,USE3102,,2FD,2WD,2SL,,2,3,2,1,24117,22630,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3129,USE3129,,2FD,2GL,,,2,3,2,0,26823,11085,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3130,USE3130,,2FD,2GL,2FXC,,6,3,1,1,15225,11092,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3153,USE3153,,2FD,,,Derived from provincial land cover database,1,5,0,0,2925,18541,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3155,USE3155,,2FD,,,,4,5,0,0,32378,10348,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3163,USE3163,,2FD,2FE,,,8,3,2,0,197175,23477,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3195,USE3195,,2FD,,,,3,5,0,0,8704,12510,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3196,USE3196,,2FD,,,,3,5,0,0,1796,12514,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3206,USE3206,,2FD,2WD,,,3,4,1,0,1309562,25743,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3208,USE3208,,2FD,2FE,,,5,4,1,0,78020,25745,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3213,USE3213,,2FD,2SL,1FC,,4,3,1,1,66194,25750,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3233,USE3233,,2FD,2GL,,Derived from provincial land cover database,1,4,1,0,82344,25907,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3234,USE3234,,2FD,2WE,2GL,Derived from provincial land cover database,1,2,2,1,2412,25908,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3235,USE3235,,2FD,,,Derived from provincial land cover database,1,5,0,0,21410,25909,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3236,USE3236,,2FD,2GL,,Derived from provincial land cover database,1,3,2,0,2138,25910,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3237,USE3237,,2FD,2GL,,Derived from provincial land cover database,1,4,1,0,2525,25911,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3238,USE3238,,2FD,2SL,2FE,Derived from provincial land cover database,1,3,2,1,2335,25912,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3272,USE3272,,2FD,2SL,2WD,Derived from provincial land cover database,1,2,2,1,2286,26052,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3325,USE3325,,2FD,,,,3,5,0,0,15870,19765,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3337,USE3337,,2FD,,,,5,5,0,0,1222,1970,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3339,USE3339,,2FD,6BA,,,7,4,1,0,99531,24794,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3345,USE3345,,2FD,2WD,,Derived from provincial land cover database,1,3,2,0,68697,25762,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3346,USE3346,,2FD,,,Derived from provincial land cover database,1,5,0,0,5628,18422,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3357,USE3357,,2FD,2GL,,Derived from provincial land cover database,1,4,1,0,1840,17453,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3360,USE3360,,2FD,2WD,,,4,4,1,0,58169,12274,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3362,USE3362,,2FD,2WD,,,8,3,2,0,6687,24416,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3363,USE3363,,2FD,2WE,,Derived from provincial land cover database,1,4,1,0,2151,25916,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3367,USE3367,,2FD,1TC,,,7,4,1,0,6023,23334,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3372,USE3372,,2FD,2GL,,,4,3,2,0,32381,7894,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3380,USE3380,,2FD,,,,3,5,0,0,1463,24591,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3393,USE3393,,2FD,2SL,,,2,3,2,0,2353,23795,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3394,USE3394,,2FD,2GL,,Derived from provincial land cover database,1,3,2,0,9858,16897,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3403,USE3403,,2FD,,,Derived from provincial land cover database,1,5,0,0,4288,18824,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3405,USE3405,,2FD,1FC,,,4,4,1,0,62252,21462,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3412,USE3412,,2FD,6BA,,,6,3,2,0,12054,1408,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3414,USE3414,,2FD,,,Derived from provincial land cover database,1,5,0,0,1346,18594,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3428,USE3428,,2FD,,,,3,5,0,0,38553,9517,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3436,USE3436,,2FD,,,,5,5,0,0,6028,6569,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3437,USE3437,,2FD,,,,5,5,0,0,937,1651,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3464,USE3464,,2FD,,,,3,5,0,0,13302,23983,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3472,USE3472,,2FD,1FC,2FXC,Derived from provincial land cover database,1,2,1,1,2786,17822,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3474,USE3474,,2FD,2WD,,,6,3,2,0,20692,4252,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3495,USE3495,,2FD,,,Derived from provincial land cover database,1,5,0,0,21572,16486,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3497,USE3497,,2FD,2WD,,Derived from provincial land cover database,1,3,2,0,5013,18692,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3501,USE3501,,2FD,,,,5,5,0,0,3559,18277,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3528,USE3528,,2FD,2WD,,,3,4,1,0,10432,21650,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3531,USE3531,,2FD,2SL,,,7,4,1,0,12114,23272,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3545,USE3545,,2FD,1FC,,,5,3,2,0,10506,17238,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3548,USE3548,,2FD,6BA,1FC,,7,3,1,1,6887,18071,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3556,USE3556,,2FD,,,,3,5,0,0,17627,21311,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3580,USE3580,,2FD,2GL,,,7,4,1,0,19694,24809,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3583,USE3583,,2FD,,,,5,5,0,0,20644,9086,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3584,USE3584,,2FD,6BA,1FC,,4,3,1,1,32145,8170,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3587,USE3587,,2FD,2SL,,,6,3,2,0,20585,9862,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3589,USE3589,,2FD,6BA,,,7,3,2,0,40950,1461,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3593,USE3593,,2FD,,,Derived from provincial land cover database,1,5,0,0,1282,18441,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3598,USE3598,,2FD,,,,7,5,0,0,18080,17648,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3607,USE3607,,2FD,8WB,,,3,3,2,0,90415,25769,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3608,USE3608,,2FD,2SL,,,5,4,1,0,157872,25781,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3612,USE3612,,2FD,,,,5,5,0,0,23309,26678,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3621,USE3621,,2FD,6BA,,,7,4,1,0,7378,18081,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3645,USE3645,,2FD,2SL,,Derived from provincial land cover database,1,3,2,0,4327,25913,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3647,USE3647,,2FD,,,,4,5,0,0,250268,10858,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3658,USE3658,,2FD,2WD,6BA,,7,3,2,1,35806,10114,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3664,USE3664,,2FD,2SL,,,8,3,2,0,3572,16357,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
3665,USE3665,,2FD,2SL,,,8,3,2,0,1849,17943,6,2FD,(Semi-) deciduous   forest; (Floresta decidua),2,0
